incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2024-0623-001,Azure Atlas Security Holdings Inc.,12182824266.71,US,51,,37418,True,AAS,2024-06-23,False,2024-07-10,2024-07-18,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,Scattered Spider,suspected,64102.0,IP,"VPN,customer_database,website,email,payment_systems",10.64,https://www.bfdi.bund.de/decisions/2024/02/INQ-2024-00378,,gdpr_notification,1,81.45,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0312-001,Jaipur Robotics Ltd.,201949072.96,IN,51,62,714,False,nan,2022-03-12,True,2022-03-24,2022-04-27,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,REvil,probable,56133.0,,email,138.17,https://www.aepd.es/decisions/2022/04/INQ-2022-00379,,gdpr_notification,1,83.02,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0912-001,Orbit Vanguard Mining Group Inc.,53031152845.64,US,21,,87212,True,OVM,2025-09-12,False,2025-09-30,2025-10-08,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,Cuba Ransomware,probable,56133.0,,"VPN,file_servers,customer_database,CRM",25.8,https://krebsonsecurity.com/2025/06/orbit-vanguard-minin-breach-exposes-data/,,verified_media,4,56.29,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1110-001,Crawford Defense Corp.,22486315765.24,MX,31-33,,113755,True,CRAW.MX,2024-11-10,False,2024-11-25,2024-12-06,ddos,trojan,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,Unknown,,56133.0,,customer_database,799.58,https://unit42.paloaltonetworks.com/threat-brief-crawford-defense-cor-2024/,,cybersecurity_firm,3,64.39,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0918-002,Toulouse Capital SA,1199093241.74,FR,55,,2170,True,TOUL.PA,2021-09-18,False,2021-09-24,2021-10-30,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Conti,unknown,53527.0,mixed,"customer_database,email,manufacturing_OT,file_servers,active_directory",53.6,https://www.ico.org.uk/decisions/2021/01/INQ-2021-00382,https://www.crowdstrike.com/blog/toulouse-capital-sa-intrusion-analysis-2021/,gdpr_notification,1,82.29,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0726-001,Austin Distribution Holdings Inc.,2208814271.53,US,42,,6451,False,nan,2021-07-26,False,2021-08-11,2021-09-01,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,REvil,unknown,2103586.0,PII,active_directory,53.6,https://www.crowdstrike.com/blog/austin-distribution--intrusion-analysis-2021/,,cybersecurity_firm,3,86.4,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0511-001,Nexus Trace Intelligence Group SA,5172099008.28,FR,51,,9362,True,NTI.PA,2023-05-11,True,2023-05-22,2023-05-30,backdoor,,Exploitation of Unpatched VPN Appliance → Web Shell Implant → SSH Backdoor Installed → Persistent Access Maintained for 6+ Months → Bulk Data Exfiltration,DarkSide,unknown,56133.0,,"HR_systems,SCADA,VPN,manufacturing_OT,customer_database",53.6,https://www.edpb.europa.eu/decisions/2023/11/INQ-2023-00384,,gdpr_notification,1,77.18,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0822-001,BitWire Innovations Corp.,24806189094.88,US,51,72,71369,True,BITW,2021-08-22,False,2021-10-22,2021-11-23,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Unknown,,56133.0,,"payment_systems,customer_database,file_servers,SSO,cloud_infrastructure",161.19,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001153539&type=8-K&dateb=20210803&owner=include&count=10,https://www.bitwire-innovations-corp.com/newsroom/2021/12/security-update,sec_filing,1,87.9,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1231-001,Okonkwo MedTech Ltd.,11221957962.99,AU,62,,63452,True,OKON.AX,2023-12-31,False,2024-01-10,2024-02-11,ransomware,malware,Not Available,Sandworm,suspected,15959.0,credentials,file_servers,75.69,https://www.bleepingcomputer.com/news/security/okonkwo-medtech-ltd-hit-by-cyberattack-2023/,https://www.crowdstrike.com/blog/okonkwo-medtech-ltd-intrusion-analysis-2023/,verified_media,4,85.49,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1221-001,CompositeForge Products Ltd.,5939133834.19,IE,31-33,,23797,True,COMP.IR,2025-12-21,False,2025-12-27,2026-01-15,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,APT29,unknown,285219.0,PII,"payment_systems,email",83.12,https://blog.talosintelligence.com/2025/02/compositeforge-produ-campaign.html,,cybersecurity_firm,3,93.84,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0212-001,Atlas Quartz Group Co.,2062558088.07,US,72,,20810,True,ATLA,2021-02-12,False,2021-02-14,2021-03-22,phishing,,Not Available,Unknown,,1426.0,PII,SSO,53.6,https://www.edpb.europa.eu/decisions/2021/02/INQ-2021-00388,https://www.crowdstrike.com/blog/atlas-quartz-group-c-intrusion-analysis-2021/,gdpr_notification,1,81.05,Silver,,Third-Party Managed Service Provider Was Initial Entry Point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0611-001,Johansson Fabrication Co.,52582685195.12,US,31-33,,245348,True,JOHA,2024-06-11,False,2024-07-11,2024-07-19,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,Sandworm,suspected,56133.0,,manufacturing_OT,53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001025833&type=8-K&dateb=20241218&owner=include&count=10,https://www.edpb.europa.eu/decisions/2024/12/INQ-2024-00389,sec_filing,1,71.63,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0403-001,Harbor Beacon Services Group Inc.,24618918248.75,US,52,,72647,True,HBS,2023-04-03,False,2023-04-05,2023-04-22,data_breach,,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,LockBit,confirmed,56133.0,,customer_database,53.6,https://www.theregister.com/2023/07/21/harbor-beacon-servic_security_incident/,https://blog.talosintelligence.com/2023/06/harbor-beacon-servic-campaign.html,verified_media,4,74.3,Silver,,Insider Threat Component Confirmed Alongside External Intrusion,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0802-001,Lawson Commerce PLC,759921515.2,IE,44-45,,11205,False,nan,2024-08-02,False,2024-08-13,2024-08-24,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,94431.0,mixed,"HR_systems,customer_database,active_directory,cloud_infrastructure",53.6,https://www.cnil.fr/decisions/2024/05/INQ-2024-00391,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001483103&type=8-K&dateb=20241126&owner=include&count=10,gdpr_notification,1,77.82,Silver,,Company Undergoing M&A At Time Of Incident; Financial Attribution Complex,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0626-001,Azure Redwood Financial Ltd.,335366453.02,AU,52,55,1278,False,nan,2022-06-26,False,2022-07-31,2022-08-09,apt,malware,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Unknown,,218610.0,credentials,HR_systems,65.79,https://www.bfdi.bund.de/decisions/2022/02/INQ-2022-00392,,gdpr_notification,1,80.23,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0811-001,Phoenix Rail Co.,961086323.27,NO,48-49,,4514,False,nan,2022-08-11,False,2022-10-13,2022-12-22,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,Scattered Spider,probable,82381.0,financial,payment_systems,47.12,https://www.crowdstrike.com/blog/phoenix-rail-co-intrusion-analysis-2022/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001945686&type=8-K&dateb=20220822&owner=include&count=10,cybersecurity_firm,3,90.36,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0327-001,Spectrum Harbor Services Holdings Inc.,86121642.08,MX,22,,157,False,nan,2025-03-27,False,2025-05-28,2025-07-29,data_breach,phishing,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,Volt Typhoon,suspected,1925816.0,PII,SCADA,53.6,https://krebsonsecurity.com/2025/04/spectrum-harbor-serv-breach-exposes-data/,,verified_media,4,84.15,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0504-001,Valor Baltic Brands SE,16665382912.81,DE,44-45,,255533,False,nan,2024-05-04,False,2024-05-20,2024-05-31,ransomware,phishing,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,BianLian,probable,81523.0,financial,CRM,114.49,https://www.ico.org.uk/decisions/2024/02/INQ-2024-00395,,gdpr_notification,1,98.24,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0820-001,Kestrel Trust Advisory Holdings Inc.,86496023.56,BE,52,,419,True,KTA.BR,2025-08-20,False,2025-08-28,2025-10-03,ransomware,,Not Available,Unknown,,111293.0,PII,"SCADA,ERP,VPN,file_servers",104.99,https://www.kestrel-trust-advisory-ho.com/newsroom/2025/06/security-update,,company_pr,2,77.26,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0611-001,Harbor Beacon Outlets Group Inc.,15995150001.01,US,44-45,,91967,False,nan,2022-06-11,False,2022-06-28,2022-08-12,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,16069.0,PII,"HR_systems,file_servers,payment_systems,backup_systems",90.8,https://www.bleepingcomputer.com/news/security/harbor-beacon-outlets-gro-hit-by-cyberattack-2022/,https://www.ico.org.uk/decisions/2022/09/INQ-2022-00397,verified_media,4,98.07,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0904-001,Spartan Node Technologies AG,2940335850.68,CH,51,,5675,True,SNT.SW,2023-09-04,False,2023-09-05,2023-09-08,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,BianLian,unknown,9800.0,financial,"SSO,SCADA,file_servers,ERP,customer_database",10.85,https://www.bleepingcomputer.com/news/security/spartan-node-technologies-hit-by-cyberattack-2023/,,verified_media,4,74.53,Silver,,Previously Breached In 2020; Confirmed As Separate Campaign,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0823-001,Calgary Innovations Holdings Inc.,120192837228.98,CA,51,,230435,False,nan,2021-08-23,False,2021-09-06,2021-10-08,supply_chain,malware,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,Sandworm,probable,56133.0,,"website,active_directory,payment_systems,cloud_infrastructure",25.83,https://blog.talosintelligence.com/2021/10/calgary-innovations--campaign.html,,cybersecurity_firm,3,93.27,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1031-001,LinkStream Technologies Ltd.,386002286.79,AU,51,,1022,False,nan,2024-10-31,False,2024-11-06,2024-11-13,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,APT29,confirmed,3865675.0,credentials,manufacturing_OT,22.03,https://www.linkstream-technologies-l.com/newsroom/2024/09/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001611727&type=8-K&dateb=20240823&owner=include&count=10,company_pr,2,62.97,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0909-001,Mitchell Schools Holdings PLC,702789862.02,GB,61,,6524,False,nan,2021-09-09,False,2021-09-12,2021-10-18,data_breach,,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,Unknown,,19293.0,mixed,"ERP,cloud_infrastructure,website,HR_systems",53.6,https://www.theregister.com/2021/12/11/mitchell-schools-hol_security_incident/,,verified_media,4,91.12,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0927-001,Verdant Hub Group GmbH,476931540.14,DE,44-45,52,4195,False,nan,2025-09-27,False,2025-12-31,2026-02-08,ddos,malware,Not Available,Royal,suspected,56133.0,,"file_servers,website,VPN,HR_systems",19.71,https://www.ico.org.uk/decisions/2025/02/INQ-2025-00402,https://www.mandiant.com/resources/blog/verdant-hub-group-gm-incident-response-2025,gdpr_notification,1,70.68,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0320-001,Granite Hawk Labs Group Inc.,8315859874.51,US,62,44-45,34182,True,GHL,2025-03-20,False,2025-04-05,2025-07-07,phishing,data_breach,Not Available,Unknown,,46644.0,mixed,"file_servers,manufacturing_OT",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001947103&type=8-K&dateb=20251227&owner=include&count=10,,sec_filing,1,92.4,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1115-001,Anderson Materials Co.,12874325027.68,US,31-33,52,70103,True,ANDE,2025-11-15,False,2025-11-19,2025-12-13,trojan,,Drive-By Download from Compromised Ad Network → Remote Access Trojan Deployment → Keylogger Activation → Credential Theft → Lateral Movement to File Servers,Turla,probable,1283.0,IP,"HR_systems,VPN,website,file_servers",53.6,https://blog.talosintelligence.com/2025/02/anderson-materials-c-campaign.html,,cybersecurity_firm,3,88.09,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0108-001,Fernandez Sciences Holdings Ltd.,756118865.86,IN,62,,4775,True,FERN.NS,2022-01-08,False,2022-01-13,2022-01-20,trojan,supply_chain,Drive-By Download from Compromised Ad Network → Remote Access Trojan Deployment → Keylogger Activation → Credential Theft → Lateral Movement to File Servers,Unknown,,12997.0,credentials,"email,CRM,SCADA",53.6,https://www.edpb.europa.eu/decisions/2022/07/INQ-2022-00405,https://therecord.media/2022/11/03/fernandez-sciences-holdin-breached,gdpr_notification,1,74.08,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0429-001,Polaris Scholar Academy Holdings Co. Ltd.,626100825.4,JP,61,52,6330,False,nan,2024-04-29,False,2024-05-09,2024-05-16,ransomware,phishing,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Sandworm,suspected,29924.0,IP,"HR_systems,customer_database,manufacturing_OT,CRM",43.3,https://www.aepd.es/decisions/2024/09/INQ-2024-00406,https://www.polaris-scholar-academy-h.com/newsroom/2024/05/security-update,gdpr_notification,1,71.53,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0924-001,Cardiff Authority Holdings PLC,44414040152.3,GB,92,,338931,False,nan,2024-09-24,False,2024-11-25,2025-01-01,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,RansomHub,suspected,56133.0,,"file_servers,website,backup_systems",204.29,https://www.edpb.europa.eu/decisions/2024/05/INQ-2024-00407,,gdpr_notification,1,70.07,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0109-001,Osprey Neuro Therapeutics AB,2294227355.03,SE,62,,26497,False,nan,2022-01-09,False,2022-01-23,2022-02-16,ransomware,,Not Available,Unknown,,402732.0,PII,ERP,766.75,https://www.edpb.europa.eu/decisions/2022/12/INQ-2022-00408,https://www.theregister.com/2022/06/14/osprey-neuro-therape_security_incident/,gdpr_notification,1,70.0,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0109-002,Glacier Frontier Industrial Ltd.,1263236424.34,GB,31-33,,5511,True,GFI.L,2022-01-09,False,2022-02-11,2022-03-06,data_breach,supply_chain,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,Medusa,suspected,243569.0,PII,"SCADA,customer_database,file_servers,cloud_infrastructure,ERP",53.6,https://www.ico.org.uk/decisions/2022/01/INQ-2022-00409,https://www.glacier-frontier-industri.com/newsroom/2022/09/security-update,gdpr_notification,1,69.88,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0814-001,Diamond Horizon Systems Pty Ltd.,236489031.84,AU,51,,642,False,nan,2022-08-14,False,2022-09-13,2022-09-27,phishing,trojan,Not Available,NoName057,probable,207781.0,financial,"active_directory,website",53.6,https://therecord.media/2022/08/18/diamond-horizon-systems-p-breached,,verified_media,4,83.44,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0115-001,MoveTransport Logistics Ltd.,266954363.77,AU,48-49,72,1246,True,MOVE.AX,2025-01-15,False,2025-07-15,2025-08-05,backdoor,,Exploitation of Unpatched VPN Appliance → Web Shell Implant → SSH Backdoor Installed → Persistent Access Maintained for 6+ Months → Bulk Data Exfiltration,Unknown,,56133.0,,"cloud_infrastructure,file_servers,ERP,payment_systems",53.6,https://unit42.paloaltonetworks.com/threat-brief-movetransport-logist-2025/,https://www.movetransport-logistics-l.com/newsroom/2025/08/security-update,cybersecurity_firm,2,70.88,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1127-001,Stuttgart Distribution SE,733412842.38,DE,44-45,,8169,True,STUT.DE,2024-11-27,True,2024-12-14,2025-01-17,data_breach,,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,Unknown,,56133.0,,"backup_systems,customer_database,CRM,SCADA,email",53.6,https://unit42.paloaltonetworks.com/threat-brief-stuttgart-distributi-2024/,,cybersecurity_firm,3,70.25,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1211-002,DistrictNational Agency Co.,220683422.51,US,92,,2259,False,nan,2025-12-11,False,2025-12-17,2026-01-01,phishing,data_breach,Not Available,Vice Society,suspected,9983.0,mixed,"ERP,website,backup_systems",53.6,https://krebsonsecurity.com/2025/06/districtnational-age-breach-exposes-data/,https://www.districtnational-agency-c.com/newsroom/2025/09/security-update,verified_media,3,69.31,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1227-001,Paladin Logic Microsystems Corp.,1167460171.32,JP,51,31-33,4057,False,nan,2024-12-27,False,2025-03-27,2025-06-03,apt,,Not Available,Unknown,,56133.0,,"customer_database,website,manufacturing_OT,SSO,ERP",10.64,https://www.mandiant.com/resources/blog/paladin-logic-micros-incident-response-2024,,cybersecurity_firm,3,69.11,Bronze,,Concurrent with public CVE disclosure (CVE-2024-2024-56109),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0814-001,ScopeBit Systems Corp.,76208348830.0,KR,51,,170470,True,SCOP.KS,2021-08-14,False,2021-09-02,2021-10-17,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,Unknown,,56133.0,,"file_servers,cloud_infrastructure,active_directory",95.7,https://www.bleepingcomputer.com/news/security/scopebit-systems-corp-hit-by-cyberattack-2021/,,verified_media,4,72.74,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0714-001,Kowalski Institute Inc.,396985015.86,US,61,44-45,4821,False,nan,2024-07-14,False,2024-09-16,2024-11-02,ransomware,supply_chain,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,2245.0,credentials,"HR_systems,VPN",38.45,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001051544&type=8-K&dateb=20241115&owner=include&count=10,,sec_filing,1,85.46,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1227-002,Atlanta Therapeutics Corp.,12193458596.34,US,62,,56828,True,ATL1,2024-12-27,False,2025-04-01,2025-06-06,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Volt Typhoon,unknown,4672448.0,mixed,"cloud_infrastructure,VPN,active_directory",76.27,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001527094&type=8-K&dateb=20240221&owner=include&count=10,,sec_filing,1,74.92,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0303-002,Solaris Vivo MedTech Corp.,1888435404.76,US,62,,13477,False,nan,2024-03-03,False,2024-03-14,2024-05-03,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,56133.0,,"cloud_infrastructure,website,HR_systems,email",53.6,https://www.bfdi.bund.de/decisions/2024/04/INQ-2024-00418,,gdpr_notification,1,55.09,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0805-001,Nelson Computing Inc.,134419409.61,US,51,,245,False,nan,2025-08-05,False,2025-08-22,2025-09-29,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,322405.0,mixed,"file_servers,SSO,SCADA,cloud_infrastructure,backup_systems",11.92,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001940806&type=8-K&dateb=20250811&owner=include&count=10,https://www.crowdstrike.com/blog/nelson-computing-inc-intrusion-analysis-2025/,sec_filing,1,63.93,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0608-001,Vanguard Analytic Partners GmbH,304002304.39,DE,54,,1948,False,nan,2024-06-08,False,2024-09-10,2024-10-02,phishing,ransomware,Not Available,Hunters International,probable,86553.0,PII,ERP,53.6,https://krebsonsecurity.com/2024/08/vanguard-analytic-pa-breach-exposes-data/,https://www.vanguard-analytic-partner.com/newsroom/2024/03/security-update,verified_media,4,81.8,Silver,,Insider Threat Component Confirmed Alongside External Intrusion,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0917-003,LogicAcumen Partners S.A.,42561632.78,BR,54,,144,False,nan,2025-09-17,True,2026-03-18,2026-03-22,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,26715.0,PII,"VPN,manufacturing_OT,active_directory",96.29,https://www.bfdi.bund.de/decisions/2025/05/INQ-2025-00421,,gdpr_notification,1,93.79,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0816-001,Delta Valor Corp Inc.,87686248.37,AT,23,,387,False,nan,2023-08-16,False,2023-09-20,2023-10-05,malware,trojan,Not Available,Unknown,,56133.0,,"manufacturing_OT,website",53.6,https://unit42.paloaltonetworks.com/threat-brief-delta-valor-corp-inc-2023/,,cybersecurity_firm,3,87.38,Gold,,Concurrent with public CVE disclosure (CVE-2023-2023-52031),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0505-003,Jaipur Schools Pvt. Ltd.,103702268.74,IN,61,,954,False,nan,2024-05-05,False,2024-05-24,2024-06-16,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,APT41,suspected,543577.0,credentials,"HR_systems,SSO",53.6,https://www.bfdi.bund.de/decisions/2024/07/INQ-2024-00423,,gdpr_notification,1,97.9,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0206-001,Maple Zephyr Energy Group Inc.,6696493391.97,US,22,,13347,True,MZE,2022-02-06,False,2022-04-12,2022-04-27,phishing,data_breach,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,BlackBasta,probable,77728.0,PII,"payment_systems,ERP,active_directory,manufacturing_OT",53.6,https://www.aepd.es/decisions/2022/08/INQ-2022-00424,,gdpr_notification,1,97.91,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1222-002,TheraClinical Medical Co.,6849378832.11,US,62,44-45,54757,False,nan,2025-12-22,False,2025-12-31,2026-01-08,data_breach,,Not Available,Royal,probable,33835.0,PII,"ERP,email,backup_systems,cloud_infrastructure",53.6,https://www.edpb.europa.eu/decisions/2025/11/INQ-2025-00425,,gdpr_notification,1,70.53,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1026-002,Tampa Stores Corp.,87951155953.4,US,44-45,,641527,True,TAMP,2024-10-26,False,2024-11-12,2024-12-17,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,RansomHub,suspected,5054.0,health,"email,cloud_infrastructure,customer_database,VPN",3.81,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001111642&type=8-K&dateb=20240627&owner=include&count=10,,sec_filing,1,71.11,Silver,,Third-Party Managed Service Provider Was Initial Entry Point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
